left_context,delimiter,right_context,label
Y. Pub,., Healt,0
 1993),;, N. C.,0
93); N,., C. Ge,0
; N. C,., Gen. ,0
C. Gen,., Stat.,0
. Stat,., §§ 90,0
(1993),;, N. D.,0
93); N,., D. Ce,0
; N. D,., Cent.,0
. Cent,., Code ,0
 23-06,.,"4-01, ",0
 23-06,.,5-01 (,0
(1991),;, Ohio ,0
io Rev,., Code ,0
de Ann,., §§ 21,0
§ 2133,.,"12(A),",0
 (Supp,., 1996),0
 1996),;, Okla.,0
; Okla,., Stat.,0
. Stat,.,", Tit.",0
"., Tit",.," 63, §",0
§ 3101,.,"2(C), ",0
", 3101",.,"12(A),",0
(1997),;, 20 Pa,0
 20 Pa,., Cons.,0
. Cons,., Stat.,0
. Stat,., § 540,0
 (Supp,., 1996),0
 1996),;, R. I.,0
96); R,., I. Ge,0
; R. I,., Gen. ,0
I. Gen,., Laws ,0
§ 23-4,.,10-9(a,0
", 23-4",.,11-10(,0
(1996),;, S. C.,0
96); S,., C. Co,0
; S. C,., Code ,0
de Ann,., §§ 44,0
 (Supp,., 1996),0
 1996),;, S. D.,0
96); S,., D. Co,0
; S. D,., Codif,0
(1994),;, Tenn.,0
; Tenn,., Code ,0
de Ann,., §§ 32,0
 (Supp,., 1996),0
 1996),;, Tex. ,0
); Tex,., Healt,0
de Ann,., §§ 67,0
§§ 672,.,"017, 6",0
"7, 672",.,"020, 6",0
"0, 672",.,021 (1,0
(1992),;, Utah ,0
de Ann,., §§ 75,0
(1993),;, Vt. S,0
3); Vt,., Stat.,0
. Stat,.," Ann.,",0
t. Ann,.,", Tit.",0
"., Tit",.," 18, §",0
(1987),;, Va. C,0
7); Va,., Code ,0
de Ann,., § 54.,0
. § 54,.,1-2990,0
(1994),;, V. I.,0
94); V,., I. Co,0
; V. I,., Code ,0
de Ann,.,", Tit.",0
"., Tit",.," 19, §",0
(1995),;, Wash.,0
; Wash,., Rev. ,0
h. Rev,., Code ,0
 §§ 70,.,122.07,0
70.122,.,070(1),0
"1), 70",.,122.10,0
70.122,.,100 (S,0
 (Supp,., 1997),0
 1997),;, W. Va,0
97); W,., Va. C,0
 W. Va,., Code ,0
(1995),;, Wis. ,0
); Wis,., Stat.,0
. Stat,., §§ 15,0
§§ 154,.,"11(1),",0
"), 154",.,"25(7),",0
"), 155",.,70(7) ,0
 (Supp,., 1996),0
 1996),;, Wyo. ,0
); Wyo,., Stat.,0
. Stat,., §§ 3-,0
d Supp,., 1996),0
 1996),., See a,1
o 42 U,.,S. C. ,0
42 U.S,., C. §§,0
U.S. C,., §§ 14,0
994 ed,.,", Supp",0
", Supp",., III) ,0
"1997"")",.,"

[10]",1
w York,., See M,1
uicide,:, A Con,0
 Right,?,", 24 D",0
esne L,., Rev. ,0
L. Rev,.," 1, 20",0
) (App,.,").

[1",0
(App.),.,"

[11]",1
 death,.,""" Brie",0
 48-50,;, see 8,0
e 80 F,.," 3d, a",0
at 729,., Petit,1
effect,.,"' "" Re",0
ting P,., Rouss,0
al Med,.," 1785,",0
1996)),., Just ,1
 death,., See N,1
upra n,.," 6, at",0
"eath"")",.,"

[12]",1
cases],.,""" See ",0
ishes ,., . . .,1
hes . ,., . . T,0
s . . ,., . The,0
. . . ,., The s,1
e care,;, . . .,0
care; ,., . . t,0
re; . ,., . the,0
; . . ,., the p,0
dded)),., In th,1
nction,.,"

[13]",1
reedom,.,""" Ante",0
ments),., This ,1
"735, n",.," 24, a",0
s here,.,,1
oyim v,.," Rusk,",0
 387 U,.,S. 253,0
87 U.S,., 253 (,0
"
Filed",:, May 2,0
Status,:, Prece,0
ations,:, 387 U,0
 387 U,.,S. 253,0
87 U.S,.," 253, ",0
", 87 S",., Ct. 1,0
 S. Ct,.," 1660,",0
", 18 L",., Ed. 2,0
 L. Ed,., 2d 75,0
1967 U,.,S. LEX,0
67 U.S,., LEXIS,0
Number,:," 456
S",0
ase ID,:, 1966-,0
Author,:, Hugo ,0
"
387 U",.,S. 253,0
87 U.S,., 253 (,0
"OYIM
v",.,"
RUSK,",0
 STATE,.,"

No. ",1
"E.

No",.," 456.
",0
o. 456,.,"
Supre",1
States,.,"

Argu",1
", 1967",.,"
Decid",1
", 1967",.,"
CERTI",1
IRCUIT,.,"
Edwar",1
ward J,., Ennis,0
tioner,., On th,1
embitz,.,"

*254",1
ondent,., On th,1
rome M,., Feit.,0
. Feit,.,"

MR. ",1
"t.

MR",., JUSTI,0
 Court,.,"

Peti",1
n 1926,., He we,1
Israel,., In 19,1
 state,.,"""[1] P",0
" 1, cl",.," 1, of",0
tioner,., Becau,1
 of it,., Since,1
tution,., The D,1
ffairs,., Conse,1
 it up,., This ,1
erez v,., Brown,0
 356 U,.,S. 44.,0
56 U.S,.," 44.

",0
.S. 44,.,"

Peti",1
ule it,., That ,1
 below,.,[3] Mo,0
iation,., It ha,1
enship,., These,1
 Perez,., Under,1
 385 U,.,S. 917,0
85 U.S,., 917. ,0
S. 917,., In vi,1
length,.,"

The ",1
ven up,., The m,1
chieve,.,""" 356 ",0
 356 U,.," S., a",0
6 U. S,.,", at 6",0
 at 60,., That ,1
soning,:, Congr,1
eignty,;, this ,0
ctions,;, invol,0
 power,.," Id., ",1
er. Id,.,", at *",0
 57-60,.," Then,",1
n the ,., . . F,0
the . ,., . Fou,0
e . . ,., Fourt,0
"p,"" id",.,", at 5",0
" 58, n",.," 3, th",0
"t,"" id",.,", at 6",0
 at 61,.,"

Firs",1
assent,., This ,1
ations,., Other,1
theirs,., In ou,1
enship,., Our C,1
d ones,., The C,1
 power,., And e,1
enship,., On th,1
iation,.,[8] On,0
 right,., In 17,1
enship,.,[9] By,0
lation,.,[10] T,0
ountry,.,[11] T,0
iation,.,[12] T,0
rnment,.,[13] C,0
argued,:,"

""The",1
pinion,., . . t,0
nion. ,., . tha,0
on. . ,., that ,0
enship,;, other,0
resort,., When ,1
ct did,., The c,1
itizen,.,' The ,0
nt one,., Altho,1
enship,.,""" 31 A",0
f Cong,., 1038-,0
(1818),.,"
*260 ",1
tizens,:,"

""[A]",1
 power,:, alleg,0
 found,;, it is,0
giance,.,""" Id.,",0
"e."" Id",.,", at 1",0
t 1045,.,"
Altho",1
argued,:,"

""But",1
ranted,., That ,1
"rred, ",., . . a,0
"ed, . ",., . app,0
", . . ",., appea,0
 right,., The e,1
itizen,., If yo,1
"bill, ",., . . y,0
"ll, . ",., . you,0
", . . ",., you h,0
itizen,., . . .,1
izen. ,., . . [,0
en. . ,., . [Q],0
. . . ,., [Q]ue,1
isions,., If th,1
"tion, ",., . . i,0
"on, . ",., . it ,0
", . . ",., it wa,0
s this,:, that ,0
vision,.,""" Id.,",0
"n."" Id",.,", at 1",0
0-1051,.,"
The b",1
feated,.,[14] I,0
born v,., Bank ,0
 Wheat,.," 738, ",0
status,:,"

""[Th",1
native,., The c,1
rights,., The s,1
vidual,.,"""
Alth",0
itself,., It pr,1
enship,:," ""All ",1
tates ,., . . a,0
tes . ,., . are,0
s . . ,., are c,0
tates ,., . . .,1
tes . ,.," . ."" ",0
s . . ,.," ."" Th",0
. . . ,.,""" Ther",0
y time,., Rathe,1
hes it,., Once ,1
l unit,.,"

It i",1
egroes,., The D,1
19 How,.," 393, ",0
enship,., But t,1
4 Stat,.," 27, h",0
States,., Never,1
enship,., They ,1
ndment,.,[16]*2,0
clause,:,"

""It ",1
States,., . . .,1
ates. ,., . . W,0
es. . ,., . We ,0
. . . ,., We de,1
izens ,., . . u,0
ens . ,., . und,0
s . . ,., under,0
power ,., . . .,1
wer . ,.," . ."" ",0
r . . ,.," ."" Co",0
. . . ,.,""" Cong",0
""" Cong",., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2890",0
(1866),.,"
This ",1
ranted,., Thoug,1
estroy,., In 18,1
iation,., Sever,1
n acts,.,[17] W,0
feated,., Other,1
enship,.,[18] R,0
untry ,., . . w,0
try . ,., . whe,0
y . . ,., where,0
iation,.,""" Cong",0
""" Cong",., Globe,0
h Cong,.,", 2d S",0
d Sess,.,", 1804",0
(1868),., He in,1
"n,"" id",.,", at 1",0
"l,"" id",.,", at 1",0
t 1804,.,[19] I,0
cluded,:,"

""To ",1
rnment,., No co,1
rnment,., The l,1
f war ,., . . o,0
war . ,., . of ,0
r . . ,., of se,0
t law ,., . . o,0
law . ,., . of ,0
w . . ,., of th,0
tution,., . . .,1
tion. ,., . . T,0
on. . ,., . The,0
. . . ,., The m,1
nction,., . . .,1
tion. ,., . . T,0
on. . ,., . The,0
. . . ,., They ,1
iation,., . . .,1
tion. ,., . . [,0
on. . ,., . [I],0
. . . ,., [I]t ,1
rnment,;, and i,0
lation,., There,1
itself,.,""" Ibid",0
""" Ibid",.,"
But e",1
feated,.,[20] T,0
people,.,"[21]

",0
imself,., And t,1
ates v,., Wong ,0
 169 U,.,S. 649,0
69 U.S,., 649. ,0
S. 649,., The i,1
2 Stat,., 58. T,0
at. 58,., The C,1
en of ,., . . a,0
 of . ,., . any,0
f . . ,., any o,0
one so,.," Id., ",1
so. Id,.,", at 7",0
04-705,., The C,1
ndment,., Quoti,1
t said,:,"

""Con",1
o act ,., . . o,0
act . ,., . of ,0
t . . ,., of Co,0
gress ,., . . *,0
ess . ,., . *26,0
s . . ,., *267 ,0
tself ,., . . .,1
elf . ,., . . T,0
f . . ,., . The,0
. . . ,., The F,1
enship,.,""" Id.,",0
"p."" Id",.,", at 7",0
at 703,.,"
To up",1
"""take ",., . . a,0
ake . ,., . awa,0
e . . ,.," away""",0
enship,., Becau,1
01 (e),.,"[23]

",0
istory,., But i,1
es not,., Our h,1
rantee,., Citiz,1
 power,., In so,1
ountry,., Citiz,1
affair,., Its c,1
izenry,., The v,1
enship,., We ho,1
r race,., Our h,1
enship,.,"

Pere",1
erez v,., Brown,0
rruled,., The j,1
versed,.,"

MR. ",1
"d.

MR",., JUSTI,0
hom MR,., JUSTI,0
"RK, MR",., JUSTI,0
and MR,., JUSTI,0
enting,.,"

Almo",1
erez v,., Brown,0
 356 U,.,"S. 44,",0
56 U.S,.," 44, t",0
4 Stat,., 1169.,0
. 1169,., The s,1
ection,., The C,1
ountry,., Congr,1
an act,.,"

The ",1
cution,., First,1
 Perez,;, it is,0
assent,.,"""[1] N",0
rences,.,""" The ",0
pon it,., Final,1
ndment,;, in ex,0
izenry,.,"""

I c",0
ngress,., I mus,1
issent,.,"

Ther",1
rse Mr,., Justi,0
 Perez,;, it th,0
ngress,.,[2] It,0
usions,., As wi,1
ndness,.,"

I.

",1
"ss.

I",.,"

Not ",1
rmined,., The q,1
ebated,;, contr,0
isites,.,[3] Ev,0
States,.,[4] It,0
issues,.,"

Meas",1
lusive,;, the C,0
born v,., Bank ,0
 Wheat,., 738. ,0
t. 738,.," This,",1
notice,.,"

The ",1
f 1795,.,[5] 1 ,0
1 Stat,., 414. ,0
t. 414,., Littl,1
t here,., The p,1
States,., Altho,1
enship,., Its d,1
Annals,.,[6] Mu,0
oposal,., In re,1
ashion,., There,1
tution,., The m,1
Senate,., Insof,1
dopted,.,"

The ",1
n 1797,., The b,1
of war,;, its s,0
imself,.,[7] Th,0
 issue,., It is,1
e here,.,"

The ",1
ealing,., Debat,1
States,., His c,1
iation,., The b,1
 House,;, no pr,0
Senate,., Nonet,1
enship,., These,1
lusion,., Moreo,1
ndoned,., They ,1
rnment,., The s,1
State ,., . . .,1
ate . ,.," . .""[",0
e . . ,.," .""[9]",0
. . . ,.,"""[9] T",0
States,.,"""[10] ",0
rative,.,"""[11] ",0
ctrine,;, and y,0
relies,., To se,1
convey,.,"

Fina",1
essmen,;, nothi,0
e bill,., They ,1
 favor,., The b,1
irable,., Pinda,1
h evil,.,"""[13] ",0
of war,;, he wa,0
perity,.,"""[14] ",0
s bill,.,"""[15] ",0
passed,.,[16] G,0
ptions,., These,1
volved,.,"

The ",1
born v,., Bank ,0
 Wheat,.," 738, ",0
 by Mr,., Chief,0
rshall,., This ,1
6 here,., The c,1
States,., In ar,1
e laws,., Couns,1
courts,.," Id., ",1
ts. Id,.,", at 8",0
13-814,., Not s,1
native,.,""" Id.,",0
"e."" Id",.,", at 8",0
at 827,., The C,1
 birth,., Mr. J,1
th. Mr,., Justi,0
urpose,.," Id., ",1
se. Id,.,", at 8",0
75-876,.,"

Any ",1
ore it,., Moreo,1
 Court,., All t,1
omment,.," See, ",1
"See, e",.," g., M",0
", e. g",.,", M`Il",0
aine v,., Coxe',0
12-213,;, The S,0
 Wheat,.," 283, ",0
47-348,., By an,1
t case,.,"[17]

",0
liance,., In 18,1
ryland,;, the a,0
States,.,"""[18] ",0
States,.,[19] I,0
ndment,., First,1
or Art,.," I, § ",0
" 9, cl",., 8;[21,0
 cl. 8,;,[21] i,0
itself,., Secon,1
states,;, a sta,0
 power,.,"""[22] ",0
9 1818,;, the s,0
iation,., It su,1
ore us,.,"

The ",1
 Court,., Twice,1
acking,., In ea,1
tizens,.,"

In t",1
deracy,., Among,1
ffice ,., . . i,0
ice . ,., . in ,0
e . . ,., in th,0
rvice ,., . . i,0
ice . ,., . is ,0
e . . ,., is he,0
States,.,"""[24] ",0
ention,.,[25] N,0
enship,., The b,1
f § 14,.,[26] P,0
solute,.,"' ""[27",0
tizens,., Secti,1
izens ,., . . .,1
ens . ,.," . .""[",0
s . . ,.," .""[28",0
. . . ,.,"""[28] ",0
rvice ,., . . .,1
ice . ,.," . .""[",0
e . . ,.," .""[29",0
. . . ,.,"""[29] ",0
tution,;, for i,0
ssible,.,[30] S,0
hority,., Membe,1
relies,.,"

Some",1
incing,., First,1
"izens""",;,[32] i,0
essary,., Secon,1
iation,.,[33] T,0
iation,;, in pa,0
"ar, Mr",., Justi,0
uber v,., Reily,0
 53 Pa,.," 112, ",0
urtz v,., Moffi,0
 115 U,.,S. 487,0
15 U.S,.," 487, ",0
"7, 501",., Final,1
enship,.,""" *282",0
5 Stat,., 14. T,0
at. 14,., The s,1
ebates,.,"[34]

",0
itizen,.,"

The ",1
ollows,., The C,1
Osborn,., Incon,1
tizens,., It ma,1
ndment,., The e,1
nality,.,"

II.
",1
"y.

II",.,"

The ",1
uasive,., The e,1
f Ohio,., Measu,1
 Court,;," but, ",0
ftsmen,.,"

The ",1
enship,.,[35] T,0
ebates,;, it wa,0
enship,., It is,1
d 1865,;, so fa,0
volved,.,"""[36]
",0
ection,., Senat,1
ection,.,[38] A,0
Clause,.,"[39]

",0
effect,., Its s,1
ndment,., It wa,1
"er"" it",.,[41] T,0
 birth,., It wa,1
enship,.,[42] N,0
tizens,., The e,1
iation,.,"

The ",1
enship,., Senat,1
now is,.,"""[43] ",0
"n, is ",., . . a,0
 is . ,., . a c,0
s . . ,., a cit,0
States,.,"""[44] ",0
s bill,.,[45]*2,0
nt Act,.,[46] A,0
nality,., It wo,1
esence,.,"

Ther",1
ftsmen,., Betwe,1
lowing,:,"

""I t",1
feited,.,"""[47] ",0
 added,.,")
It w",0
sition,;, Senat,0
enship,.,"[48]

",0
n 1867,., 15 St,1
5 Stat,., 14. T,0
at. 14,., The A,1
lities,., Had t,1
ebates,;, membe,0
nvalid,., Nothi,1
curred,;, it wa,1
tional,., Congr,1
 Court,.,"[50]

",0
Clause,., This ,1
incing,., Initi,1
ef Act,;, the C,0
anuary,., Furth,1
gotten,., The d,1
ntries,.,[51] T,0
"iance""",;,[52] a,0
issues,., Sever,1
ebates,.,"

Neve",1
f Ohio,., Van T,1
enship,.,[54] V,0
oposal,;, his p,0
enship,.,[55] N,0
ndment,;,[56] s,0
iation,., This ,1
Houses,;, even ,0
oticed,., The c,1
slight,.,"[57]

",0
staken,., While,1
ations,.,""" Pere",0
erez v,., Brown,0
 at 48,., Seven,1
 alone,;,[58] e,0
Senate,.," If, a",1
Senate,.,"[59]

",0
enship,;, indiv,0
enship,., Inter,1
actice,;, as ea,0
enship,.,"""[60] ",0
d 1940,., The a,1
 Perez,;, it su,0
rstood,.,"

It s",1
gnizes,;, the e,0
rcised,., The c,1
taches,., The c,1
enship,;, in th,0
tended,., But n,1
itizen,., To th,1
mmands,.,"

The ",1
iation,;, its c,0
taches,., Once ,1
tution,;, it is,0
hority,., The c,1
 power,.,"

I be",1
ppeals,.,"

NOTE",1
4 Stat,.," 1168,",0
8 Stat,.," 746, ",0
"6, 8 U",.,S. C. ,0
 8 U.S,., C. § ,0
U.S. C,., § 801,0
946 ed,.,"):

""A",0
6 ed.),:,"

""A p",1
ity by,:,"

....",1
" by:

",.,"....

",0
"by:

.",.,"...

""",0
"y:

..",.,"..

""(",0
":

...",.,".

""(e",0
"

....",.,"

""(e)",1
ritory,.,"""

Thi",0
6 Stat,.," 267, ",0
"7, 8 U",.,S. C. ,0
 8 U.S,., C. § ,0
U.S. C,., § 148,0
a) (5),.,"

[2] ",1
tates ,., . . .,1
tes . ,.," . .""
",0
s . . ,.," .""

[",0
. . . ,.,"""

[3]",0
 250 F,., Supp.,0
. Supp,., 686; ,0
p. 686,;, 361 F,0
 361 F,.,2d 102,0
"2, 105",.,"

[4] ",1
Trop v,., Dulle,0
 356 U,.,S. 86;,0
56 U.S,., 86; N,0
.S. 86,;, Nishi,0
kawa v,., Dulle,0
 356 U,.,S. 129,0
56 U.S,.," 129.
",0
S. 129,.,"

[5] ",1
nedy v,., Mendo,0
 372 U,.,S. 144,0
72 U.S,., 144; ,0
S. 144,;, Schne,0
ider v,.," Rusk,",0
 377 U,.,S. 163,0
77 U.S,., 163. ,0
S. 163,., In hi,1
"ez, MR",., JUSTI,0
Perez ,., . . .,1
rez . ,.," . ."" ",0
z . . ,.," ."" 37",0
. . . ,.,""" 372 ",0
 372 U,.," S., a",0
2 U. S,.,", at 1",0
at 187,.,"

[6] ",1
"See, e",.," g., A",0
", e. g",.,", Agat",0
ider v,.," Rusk,",0
", 27 U",., Pitt.,0
. Pitt,., L. Re,0
itt. L,., Rev. ,0
L. Rev,., 1 (19,0
(1965),;, Hurst,0
enship,?,", 29 R",0
cky Mt,., L. Re,0
 Mt. L,., Rev. ,0
L. Rev,., 62 (1,0
(1956),;, Kurla,0
reword,:," ""Equa",0
8 Harv,., L. Re,0
arv. L,., Rev. ,0
L. Rev,.," 143, ",0
(1964),;, Comme,0
6 Mich,., L. Re,0
ich. L,., Rev. ,0
L. Rev,., 1142 ,0
(1958),;," Note,",0
", 21 U",., Cin. ,0
U. Cin,., L. Re,0
Cin. L,., Rev. ,0
L. Rev,., 59 (1,0
(1952),;, 40 Co,0
nell L,., Q. 36,0
l L. Q,., 365 (,0
(1955),;, 25 S.,0
; 25 S,., Cal. ,0
S. Cal,., L. Re,0
Cal. L,., Rev. ,0
L. Rev,., 196 (,0
(1952),., But s,1
"see, e",.," g., C",0
", e. g",.,", Comm",0
Yale L,., J. 11,0
e L. J,., 1164 ,0
(1955),.,"

[7] ",1
erez v,., Brown,0
 of MR,., JUSTI,0
UGLAS),;, Trop ,0
Trop v,., Dulle,0
Court),;, Nishi,0
kawa v,., Dulle,0
 of MR,., JUSTI,0
BLACK),.,"

[8] ",1
(1949),;, Tsian,0
(1942),;, Dutch,0
 11 Am,., L. Re,0
 Am. L,., Rev. ,0
L. Rev,., 447 (,0
(1877),;, Roche,0
", 99 U",., Pa. L,0
 U. Pa,., L. Re,0
 Pa. L,., Rev. ,0
L. Rev,., 25 (1,0
(1950),;, Slaym,0
 37 Am,., L. Re,0
 Am. L,., Rev. ,0
L. Rev,., 191 (,0
(1903),.,"

[9] ",1
f Cong,.," 1005,",0
(1794),;, 7 Ann,0
f Cong,., 349 e,0
et seq,., (1797,0
(1797),.,"

[10]",1
"See, e",.," g., T",0
", e. g",.,", Talb",0
lbot v,., Janso,0
3 Dall,.," 133.
",0
l. 133,.,"

[11]",1
f Cong,., 495 (,0
(1817),.,"

[12]",1
12] Id,.,", at 1",0
(1818),., Altho,1
 in us,.,""" Id.,",0
"s."" Id",.,", at 1",0
t 1039,.,"

[13]",1
h Cong,.,", 2d S",0
d Sess,., See T,1
"ica, S",., Doc. ,0
S. Doc,., No. 3,0
oc. No,.," 39, 8",0
h Cong,.,", 1st ",0
t Sess,.,", 77-7",0
(1964),.,"

[14]",1
14] Id,.,", at 1",0
t 1071,., It is,1
enship,.,""" Id.,",0
"p."" Id",.,", at 1",0
t 1068,.,"

[15]",1
enship,., Measu,1
 means,.,"

[16]",1
] Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2768",0
et seq,., (1866,0
(1866),., See g,1
(1908),.,"

[17]",1
return,., Cong.,1
. Cong,., Globe,0
h Cong,.,", 2d S",0
d Sess,.,", 968,",0
(1868),., Altho,1
"y,"" id",.,", at 1",0
paired,.,""" Id.,",0
"d."" Id",.,", at 1",0
t 1016,.,"

[18]",1
rk (id,.,", at 1",0
io (id,.,", at 1",0
 2311),.,"

[19]",1
iation,., Van T,1
" ""how ",., . . [,0
how . ,., . [th,0
w . . ,., [the ,0
vested,.,""" Cong",0
""" Cong",., Globe,0
h Cong,.,", 2d S",0
d Sess,.,", 1804",0
(1868),.,"

[20]",1
20] Id,.,", at 2",0
t 2317,., Repre,1
iation,:,"

""It ",1
d upon,., . . .,1
upon. ,., . . [,0
on. . ,., . [T],0
. . . ,., [T]hi,1
confer,., And w,1
tion— ,., . . i,0
on— . ,., . it ,0
— . . ,., it is,0
atters,.,""" Id.,",0
"s."" Id",.,", at 2",0
t 2316,.,"

[21]",1
5 Stat,.," 223, ",0
"223, R",., S. § ,0
", R. S",., § 199,0
§ 1999,.,"

[22]",1
"see, e",.," g., H",0
", e. g",.,", Hurs",0
cky Mt,., L. Re,0
 Mt. L,.," Rev.,",0
L. Rev,.,", at 7",0
 78-79,;, Comme,0
6 Mich,., L. Re,0
ich. L,.," Rev.,",0
L. Rev,.,", at 1",0
3-1154,;, while,0
"see, e",.," g., R",0
", e. g",.,", Roch",0
", 99 U",., Pa. L,0
 U. Pa,., L. Re,0
 Pa. L,.," Rev.,",0
L. Rev,.,", at 2",0
 26-27,., Which,1
weight,.,"

[23]",1
 356 U,.," S., a",0
6 U. S,.,", at 6",0
 aside,.," See, ",1
"See, e",.," g., K",0
", e. g",.,", Knau",0
auer v,., Unite,0
 328 U,.,S. 654,0
28 U.S,., 654; ,0
S. 654,;, Baumg,0
tner v,., Unite,0
 322 U,.,S. 665,0
22 U.S,., 665; ,0
S. 665,;, Schne,0
rman v,., Unite,0
 320 U,.,S. 118,0
20 U.S,.," 118.
",0
S. 118,.,"

[1] ",1
 Court,., The C,1
 Perez,., THE C,1
"on, id",.,", at 6",0
 at 68,;, he ar,0
nality,.," Id., ",1
ty. Id,.,", at 7",0
 at 76,., It is,1
 today,;, it se,0
s area,., Whate,1
eaning,;, in fa,0
enship,., Until,1
he law,.,"

[2] ",1
pplied,., Petit,1
enship,.,""" 250 ",0
 250 F,., Supp.,0
. Supp,.," 686, ",0
"6, 687",., He vo,1
llowed,., Trans,1
rd 1-2,., In 19,1
ssport,., The a,1
issued,., Petit,1
llowed,., There,1
person,.,""" Ibid",0
""" Ibid",.,"

[3] ",1
 25-70,;, Roche,0
63 Sup,., Ct. R,0
up. Ct,., Rev. ,0
t. Rev,.," 325, ",0
27-330,;, Roche,0
4 West,., Pol. ,0
t. Pol,., Q. 26,0
Pol. Q,.," 268.
",0
Q. 268,.,"

[4] ",1
63 Sup,., Ct. R,0
up. Ct,., Rev. ,0
t. Rev,.," 325, ",0
"5, 329",., Altho,1
enship,., 1 Wri,1
ams ed,., 1879),0
 1879),., His p,1
ugh it,., See T,1
 at 25,., Galla,1
"ights""",;, see R,0
4 West,., Pol. ,0
t. Pol,., Q. 26,0
Pol. Q,.," 268, ",0
"8, 271",.,"

[5] ",1
f Cong,., 1004 ,0
et seq,.,"

[6] ",1
f Cong,., 1028-,0
8-1030,.,"

[7] ",1
f Cong,.," 349.
",0
g. 349,.,"

[8] ",1
f Cong,.," 495.
",0
g. 495,.,"

[9] ",1
f Cong,., 1046.,0
. 1046,.,"

[10]",1
f Cong,., 1057.,0
. 1057,.,"

[11]",1
] Ibid,., Roche,1
sition,.,""" Loss",0
4 West,., Pol. ,0
t. Pol,., Q. 26,0
Pol. Q,.," 268, ",0
"8, 276",.,"

[12]",1
f Cong,., 1047.,0
. 1047,.,"

[13]",1
f Cong,., 1050.,0
. 1050,.,"

[14]",1
f Cong,., 1059.,0
. 1059,.,"

[15]",1
] Ibid,.,"

[16]",1
f Cong,., 1051.,0
. 1051,.,"

[17]",1
ates v,., Wong ,0
 169 U,.,S. 649,0
69 U.S,.," 649, ",0
"9, 703",., The c,1
ountry,., The d,1
 Court,., Moreo,1
ndment,;, if th,0
 Perez,., Final,1
 by Mr,., Justi,0
nzie v,.," Hare,",0
 239 U,.,S. 299,0
39 U.S,., 299. ,0
S. 299,., Despi,1
"rk, id",.,", at 3",0
nality,., It is,1
at Mrs,., Macke,0
onship,;, she d,0
equent,., It se,1
her Mr,., Justi,0
nor Mr,., Chief,0
 today,.," Nor, ",1
im Ark,.,"

[18]",1
f Cong,.," 530, ",0
"5, 671",.,"

[19]",1
 2 Ann,., Rep. ,0
n. Rep,., Am. H,0
ep. Am,., Hist.,0
. Hist,., Assn.,0
. Assn,., for t,0
"6, 188",.,"

[20]",1
igners,.,""" Id.,",0
"s."" Id",.,", at 1",0
at 188,.,"

[21]",1
States,:, And n,0
 State,.,"""

[22",0
63 Sup,., Ct. R,0
up. Ct,., Rev. ,0
t. Rev,.," 325, ",0
"5, 335",.,"

[23]",1
] Ibid,.,"

[24]",1
ts 226,.,"

[25]",1
"See, e",.," g., t",0
", e. g",.,", the ",0
", Cong",., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 3460",0
", 3460",.,"

[26]",1
isions,., 6 Ric,1
22-223,.,"

[27]",1
63 Sup,., Ct. R,0
up. Ct,., Rev. ,0
t. Rev,.," 325, ",0
"5, 343",.,"

[28]",1
3 Stat,., 490. ,0
t. 490,., It wa,1
Trop v,., Dulle,0
 356 U,.,S. 86.,0
56 U.S,., 86. A,0
.S. 86,., A maj,1
itizen,., In an,1
 power,.,"

[29]",1
3 Stat,.," 491.
",0
t. 491,.,"

[30]",1
] Cong,., Globe,0
h Cong,.,", 2d S",0
d Sess,.,", 642-",0
5-1156,.,"

[31]",1
63 Sup,., Ct. R,0
up. Ct,., Rev. ,0
t. Rev,.," 325, ",0
"5, 336",.,"

[32]",1
3 Stat,.," 490.
",0
t. 490,.,"

[33]",1
n on H,., R. 61,0
n H. R,.," 6127,",0
h Cong,.,", 1st ",0
t Sess,.,", 38.
",0
"s., 38",.,"

[34]",1
"See, e",.," g., t",0
", e. g",.,", the ",0
", Cong",., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 661.",0
"., 661",.,"

[35]",1
 83-94,.,"

[36]",1
36] Id,.,", at 8",0
 at 84,.,"

[37]",1
] Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2560",0
", 2560",.,"

[38]",1
ection,., Cong.,1
. Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2768",0
8-2769,.,"

[39]",1
] Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2869",0
", 2869",., The p,1
nknown,., For c,1
e Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2939",0
", 2939",.,"

[40]",1
cott v,., Sandf,0
19 How,.," 393.
",0
w. 393,.,"

[41]",1
] Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2768",0
", 2768",.,"

[42]",1
"See, e",.," g., t",0
", e. g",.,", the ",0
", Cong",., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 2893",0
", 2893",., It wa,1
enship,., The S,1
6 Wall,.," 36, 7",0
"5, 112",., The b,1
 71-93,.,"

[43]",1
] Cong,., Globe,0
h Cong,.,", 1st ",0
t Sess,.,", 3031",0
